Object ID,Ticket Number,Citation Issue Date,Citaton Issue Month,Citation Issue Time,Location,Violation Code,Violation,Fine Amount,Citation Status,Amount Paid,Amount Due,Suspend Code,Suspend Process Date,Suspend Until Date,Disposition Code,Last Edited Date,Geom
124,100010925,8/25/08,,9:28,549 MARKET,V22500I,BUS ZONE,250,Closed,$250.00 ,0,2 2 RVW DLAY,10/05/2008 12:00:00 AM +0000,07/05/2009 12:00:00 AM +0000, ,,"(37.7900818811, -122.400152627)"
125,100010926,8/25/08,,11:48,453 GEARY,V22500H,DBL PARK,75,Closed,$75.00 ,0,730 730TRNLN,09/03/2008 12:00:00 AM +0000,09/24/2008 12:00:00 AM +0000, ,,"(37.7869755065, -122.410741629)"
126,100010928,9/9/08,,16:10,656 GEARY,V22500I,BUS ZONE,250,Open, $                       -,335,730 730TRNLN,09/18/2008 12:00:00 AM +0000,10/09/2008 12:00:00 AM +0000, ,,"(37.7866833713, -122.414121468)"
127,100010930,9/11/08,,16:08,557 OFARRELL,V22500I,BUS ZONE,250,Closed, $                       -,0,731 731MP EXP,09/23/2008 12:00:00 AM +0000,12/30/1999 12:00:00 AM +0000, ,,"(37.7856092063, -122.413903748)"
128,100010929,9/13/08,,10:48,359 OFARRELL,V22500H,DBL PARK,75,Closed,$135.00 ,0, ,,, ,,"(37.786018713, -122.410645812)"
129,100010931,9/13/08,,12:22,414 OFARRELL,V22500H,DBL PARK,75,Closed,$135.00 ,0,730 730TRNLN,09/23/2008 12:00:00 AM +0000,10/14/2008 12:00:00 AM +0000, ,,"(37.7860318556, -122.411647409)"
130,100010932,9/14/08,,11:48,266 OFARRELL,V22500H,DBL PARK,75,Closed,$75.00 ,0,730 730TRNLN,09/23/2008 12:00:00 AM +0000,10/14/2008 12:00:00 AM +0000, ,,"(37.7863406342, -122.409190505)"
131,100010933,9/15/08,,15:46,1061 GEARY,V22500H,DBL PARK,75,Closed,$75.00 ,0, ,,, ,,"(37.7857045768, -122.420740344)"
132,100010934,9/15/08,,9:03,227 OFARRELL,V22500I,BUS ZONE,250,Closed,$250.00 ,0,730 730TRNLN,09/23/2008 12:00:00 AM +0000,10/14/2008 12:00:00 AM +0000, ,,"(37.7862828762, -122.408543794)"
133,100010935,9/19/08,,12:50,660 GEARY,V22500I,BUS ZONE,250,Open, $                       -,335,100 100AR-CNCL,02/08/2009 12:00:00 AM +0000,02/08/2009 12:00:00 AM +0000, ,,"(37.786675317, -122.414184591)"
134,100010936,9/19/08,,14:53,946 GEARY,V22500I,BUS ZONE,250,Closed,$250.00 ,0,730 730TRNLN,09/26/2008 12:00:00 AM +0000,10/17/2008 12:00:00 AM +0000, ,,"(37.7860756635, -122.418892719)"
135,100010937,9/22/08,,9:21,567 GEARY,V22500H,DBL PARK,75,Closed,$75.00 ,0,730 730TRNLN,09/30/2008 12:00:00 AM +0000,10/21/2008 12:00:00 AM +0000, ,,"(37.7867330221, -122.412642304)"
136,100010938,9/26/08,,18:00,680 GEARY,V22500I,BUS ZONE,250,Closed,$310.00 ,0,16 16 BUSZONE,02/04/2009 12:00:00 AM +0000,02/25/2009 12:00:00 AM +0000, ,,"(37.7866350444, -122.414500202)"
137,100010939,9/28/08,,16:04,535 O'FARRELL,V22500I,BUS ZONE,250,Closed,$310.00 ,0,730 730TRNLN,10/07/2008 12:00:00 AM +0000,10/28/2008 12:00:00 AM +0000, ,,"(37.7856529113, -122.413556084)"
138,100010941,9/30/08,,15:17,778 GEARY,V22500H,DBL PARK,75,Closed, $                       -,0,22 22 GEN VAL,01/19/2009 12:00:00 AM +0000,02/09/2009 12:00:00 AM +0000,5 HU HR UPHD,,"(37.7864293981, -122.416111722)"
139,100010942,9/30/08,,14:51,222 O'FARRELL,V22500I,BUS ZONE,250,Open, $                       -,335,730 730TRNLN,10/07/2008 12:00:00 AM +0000,10/28/2008 12:00:00 AM +0000, ,,"(37.786422928, -122.408535636)"
140,100010944,9/30/08,,13:38,964 GEARY,V22500H,DBL PARK,75,Closed, $                       -,0,50 50 DP RU,02/17/2009 12:00:00 AM +0000,12/30/1999 12:00:00 AM +0000,21 MAIL DELAY,,"(37.7860397276, -122.419177707)"
141,100010945,9/30/08,,10:02,40 GEARY,V22500I,BUS ZONE,250,Closed,$250.00 ,0,16 16 BUSZONE,01/21/2009 12:00:00 AM +0000,02/11/2009 12:00:00 AM +0000, ,,"(37.7879563272, -122.404141802)"
142,100010946,10/3/08,,10:57,526 GEARY,V22500I,BUS ZONE,250,Closed,$250.00 ,0,730 730TRNLN,10/14/2008 12:00:00 AM +0000,11/04/2008 12:00:00 AM +0000, ,,"(37.7869533427, -122.412005538)"
143,100010947,10/3/08,,12:45,515 GEARY,V22500I,BUS ZONE,250,Closed,$250.00 ,0,730 730TRNLN,10/14/2008 12:00:00 AM +0000,11/04/2008 12:00:00 AM +0000, ,,"(37.7868435624, -122.411775886)"
144,100010948,10/17/08,,16:39,540 GEARY,V22500H,DBL PARK,75,Closed,$135.00 ,0,6 6 EXP TIME,01/27/2009 12:00:00 AM +0000,01/27/2009 12:00:00 AM +0000, ,,"(37.7869232477, -122.412241428)"
145,100010949,10/17/08,,9:13,340 GEARY,V22500I,BUS ZONE,250,Closed,$275.00 ,0,730 730TRNLN,10/24/2008 12:00:00 AM +0000,11/14/2008 12:00:00 AM +0000, ,,"(37.7873450269, -122.40893512)"
146,100013625,10/17/08,,12:36,387 O'FARRELL,V22500H,DBL PARK,75,Closed, $                       -,0,51 DISMS CITE,02/09/2009 12:00:00 AM +0000,12/30/1999 12:00:00 AM +0000, ,,"(37.7859632703, -122.411086943)"
147,100013626,10/18/08,,14:37,823 O'FARRELL,V22500H,DBL PARK,75,Closed,$75.00 ,0,730 730TRNLN,10/24/2008 12:00:00 AM +0000,11/14/2008 12:00:00 AM +0000, ,,"(37.7850544166, -122.41829793)"
148,100013627,10/19/08,,18:21,475 OFARRELL,V22500H,DBL PARK,75,Closed,$75.00 ,0,15 15 DBL PRK,12/22/2008 12:00:00 AM +0000,01/12/2009 12:00:00 AM +0000, ,,"(37.7857763943, -122.412573735)"
149,100013628,10/19/08,,18:21,511 OFARRELL,V22500H,DBL PARK,75,Closed,$100.00 ,0,730 730TRNLN,10/28/2008 12:00:00 AM +0000,11/18/2008 12:00:00 AM +0000, ,,"(37.7857005869, -122.413176813)"
150,100013629,10/21/08,,14:34,320 GEARY,V22500I,BUS ZONE,250,Closed, $                       -,0,16 16 BUSZONE,02/04/2009 12:00:00 AM +0000,02/25/2009 12:00:00 AM +0000,108 HR UP NTPD,,"(37.7873853343, -122.408619108)"
151,100013631,10/21/08,,10:35,448 GEARY ST,V22500H,DBL PARK,75,Closed,$75.00 ,0,730 730TRNLN,10/29/2008 12:00:00 AM +0000,11/19/2008 12:00:00 AM +0000, ,,"(37.7871191184, -122.4107061)"
152,100013632,10/21/08,,18:20,715 O'FARRELL,V22500H,DBL PARK,75,Closed,$160.00 ,0,459 459 STILOW,08/05/2009 12:00:00 AM +0000,08/05/2009 12:00:00 AM +0000, ,,"(37.7852787793, -122.416528954)"
153,100013630,10/22/08,,11:15,422 GEARY,V22500H,DBL PARK,75,Closed,$135.00 ,0,730 730TRNLN,10/29/2008 12:00:00 AM +0000,11/19/2008 12:00:00 AM +0000,26 COLFFDMV,,"(37.7871713487, -122.410296666)"
154,100013633,12/15/08,,11:41,959 MISSION,V22500H,DBL PARK,75,Closed,$75.00 ,0,730 730TRNLN,12/22/2008 12:00:00 AM +0000,01/12/2009 12:00:00 AM +0000, ,,"(37.7816364437, -122.407763042)"
155,100013634,12/15/08,,16:07,767 MISSION,V22500I,BUS ZONE,250,Closed,$310.00 ,0,91 P20 ENR,07/12/2009 12:00:00 AM +0000,09/01/2009 12:00:00 AM +0000, ,,"(37.7849896612, -122.403418282)"
156,100013635,12/15/08,,16:45,1320 MISSION,V22500I,BUS ZONE,250,Closed,$250.00 ,0,730 730TRNLN,12/22/2008 12:00:00 AM +0000,01/12/2009 12:00:00 AM +0000, ,,"(37.77605944, -122.415060081)"
157,100013636,12/16/08,,11:06,532 GEARY ST,V22500I,BUS ZONE,250,Closed, $                       -,0,50 50 DP RU,02/03/2009 12:00:00 AM +0000,12/30/1999 12:00:00 AM +0000,1 RU RV UPHD,,"(37.7869404453, -122.412106633)"
158,100013637,12/17/08,,13:04,537 3RD ST,V22500H,DBL PARK,75,Open, $                       -,160,730 730TRNLN,12/23/2008 12:00:00 AM +0000,01/13/2009 12:00:00 AM +0000, ,,
159,100013638,12/17/08,,13:02,537 3RD ST,V22500H,DBL PARK,75,Closed,$75.00 ,0, ,,, ,,
160,100013640,12/17/08,,14:49,274 SUTTER,V22500H,DBL PARK,75,Closed,$75.00 ,0,730 730TRNLN,12/23/2008 12:00:00 AM +0000,01/13/2009 12:00:00 AM +0000, ,,"(37.7897504187, -122.405062327)"
161,100013641,12/21/08,,11:17,124 MISSION,V22500I,BUS ZONE,250,Closed, $                       -,0,83 83 PEND HE,04/08/2009 12:00:00 AM +0000,10/05/2009 12:00:00 AM +0000,201 HR UP NTPD,,"(37.7924099156, -122.394363002)"
162,100013642,12/21/08,,13:34,547 MISSION,V22500H,DBL PARK,75,Closed, $                       -,0,731 731MP EXP,01/02/2009 12:00:00 AM +0000,12/30/1999 12:00:00 AM +0000, ,,"(37.788834386, -122.398646976)"
163,100095743,12/27/08,,14:07,5890 O'FARRELL STREET,V22500I,BUS ZONE,250,Closed,$310.00 ,0,730 730TRNLN,01/03/2009 12:00:00 AM +0000,01/24/2009 12:00:00 AM +0000, ,,
164,100013643,1/10/09,,10:03,25 3RD ST.,V22500H,DBL PARK,75,Closed,$75.00 ,0,730 730TRNLN,01/15/2009 12:00:00 AM +0000,02/05/2009 12:00:00 AM +0000, ,,
165,100013644,1/11/09,,10:44,460 GEARY,V22500H,DBL PARK,75,Closed,$75.00 ,0,730 730TRNLN,01/16/2009 12:00:00 AM +0000,02/06/2009 12:00:00 AM +0000, ,,"(37.7870950117, -122.410895068)"
166,100013645,1/11/09,,12:45,422 GEARY,V22500H,DBL PARK,75,Closed,$75.00 ,0,730 730TRNLN,01/16/2009 12:00:00 AM +0000,02/06/2009 12:00:00 AM +0000, ,,"(37.7871713487, -122.410296666)"
167,100013646,1/11/09,,12:45,494 GEARY,V22500H,DBL PARK,75,Closed, $                    -,0,50 50 DP RU,03/23/2009 12:00:00 AM +0000,12/30/1999 12:00:00 AM +0000, ,,"(37.7870267079, -122.41143048)"
168,100013648,1/19/09,,12:15,1837 GEARY,V22500I,BUS ZONE,250,Closed,$275.00 ,0,121 121 OFFCAL,09/14/2011 12:00:00 AM +0000,09/14/2011 12:00:00 AM +0000, ,,"(37.7842820548, -122.43296237)"
169,100013649,2/1/09,,13:16,1092 GEARY,T32A.1,TWAWY ZN#1,70,Closed,$155.00 ,0,730 730TRNLN,02/10/2009 12:00:00 AM +0000,03/03/2009 12:00:00 AM +0000, ,,"(37.7857766481, -122.421275152)"
170,975990153,2/4/09,,14:04,510 GEARY ST,V22500I,BUS ZONE,250,Closed,$310.00 ,0,730 730TRNLN,02/12/2009 12:00:00 AM +0000,03/05/2009 12:00:00 AM +0000, ,,"(37.7869877372, -122.411735951)"
171,975990164,2/10/09,,17:23,614 O'FARRELL,V22500I,BUS ZONE,250,Closed,$250.00 ,0,730 730TRNLN,02/19/2009 12:00:00 AM +0000,03/12/2009 12:00:00 AM +0000, ,,"(37.7856166374, -122.414950554)"
172,975990175,2/15/09,,16:43,500 GEARY,V22500I,BUS ZONE,250,Open, $                    -,335,121 121 OFFCAL,01/13/2010 12:00:00 AM +0000,01/13/2010 12:00:00 AM +0000, ,,"(37.7870092323, -122.411567458)"
173,975990186,2/16/09,,18:32,1764 SUTTER,V22500I,BUS ZONE,250,Closed,$250.00 ,0,730 730TRNLN,02/23/2009 12:00:00 AM +0000,03/16/2009 12:00:00 AM +0000, ,,"(37.7866509064, -122.429420614)"
174,975990190,2/16/09,,9:05,508 GEARY,V22500I,BUS ZONE,250,Closed,$250.00 ,0,16 16 BUSZONE,05/06/2009 12:00:00 AM +0000,05/27/2009 12:00:00 AM +0000, ,,"(37.7869920363, -122.411702252)"
175,975990212,2/16/09,,11:04,518 GEARY,V22500H,DBL PARK,75,Closed,$75.00 ,0,730 730TRNLN,02/23/2009 12:00:00 AM +0000,03/16/2009 12:00:00 AM +0000, ,,"(37.7869705401, -122.411870744)"
176,100002550,2/16/09,,8:55,645 MISSION ST.,T32A.1,TWAWY ZN#1,70,Closed,$70.00 ,0,730 730TRNLN,02/23/2009 12:00:00 AM +0000,03/16/2009 12:00:00 AM +0000, ,,"(37.7871722729, -122.40075225)"
177,975990223,2/17/09,,9:01,659 SUTTER,V22500H,DBL PARK,75,Closed,$75.00 ,0,730 730TRNLN,02/23/2009 12:00:00 AM +0000,03/16/2009 12:00:00 AM +0000, ,,"(37.7888310185, -122.411205448)"
178,975990245,2/17/09,,15:56,1089 MARKET,V22500H,DBL PARK,75,Closed,$75.00 ,0,730 730TRNLN,02/23/2009 12:00:00 AM +0000,03/16/2009 12:00:00 AM +0000, ,,"(37.7806220311, -122.412157821)"
179,100002551,2/17/09,,16:42,765 O'FARRELL ST.,V22500H,DBL PARK,75,Closed,$75.00 ,0, ,,, ,,"(37.7851786613, -122.417316301)"
180,100002552,2/17/09,,10:04,587 O'FARRELL ST.,V22500I,BUS ZONE,250,Closed, $                    -,0,731 731MP EXP,03/02/2009 12:00:00 AM +0000,12/30/1999 12:00:00 AM +0000, ,,"(37.7855496086, -122.414377835)"
181,975990256,2/18/09,,14:12,171 STOCKTON,V22500H,DBL PARK,75,Closed,$75.00 ,0, ,,, ,,"(37.7872776876, -122.406631516)"
182,975990271,2/18/09,,17:23,670 MISSION,V22500H,DBL PARK,75,Closed, $                    -,0,731 731MP EXP,03/02/2009 12:00:00 AM +0000,12/30/1999 12:00:00 AM +0000, ,,"(37.7868162422, -122.401448439)"
183,975990282,2/18/09,,17:23,672 MISSION,V22500H,DBL PARK,75,Closed,$75.00 ,0,730 730TRNLN,02/25/2009 12:00:00 AM +0000,03/18/2009 12:00:00 AM +0000, ,,"(37.786780783, -122.40149332)"
184,100002554,2/18/09,,11:07,806 MISSION ST.,V22500I,BUS ZONE,250,Closed,$250.00 ,0,730 730TRNLN,02/25/2009 12:00:00 AM +0000,03/18/2009 12:00:00 AM +0000, ,,"(37.7843793515, -122.404534825)"
185,100002556,2/18/09,,12:53,607 MISSION ST,V22500I,BUS ZONE,250,Closed,$250.00 ,0,730 730TRNLN,02/25/2009 12:00:00 AM +0000,03/18/2009 12:00:00 AM +0000, ,,"(37.7878485694, -122.399895653)"
186,975990293,2/19/09,,15:28,602 GEARY,V22500I,BUS ZONE,250,Open, $                    -,335,730 730TRNLN,02/25/2009 12:00:00 AM +0000,03/18/2009 12:00:00 AM +0000, ,,"(37.786792102, -122.413269318)"
187,100002557,2/19/09,,9:20,430 GEARY ST.,V22500H,DBL PARK,75,Closed,$75.00 ,0,730 730TRNLN,02/25/2009 12:00:00 AM +0000,03/18/2009 12:00:00 AM +0000, ,,"(37.7871552784, -122.410422646)"
188,100002558,2/19/09,,9:20,556 GEARY ST,V22500H,DBL PARK,75,Closed, $                    -,0,50 50 DP RU,06/07/2009 12:00:00 AM +0000,12/30/1999 12:00:00 AM +0000, ,,"(37.7868882944, -122.412515393)"
189,100002559,2/19/09,,16:29,684 GEARY ST,V22500I,BUS ZONE,250,Open, $                    -,335,730 730TRNLN,02/25/2009 12:00:00 AM +0000,03/18/2009 12:00:00 AM +0000, ,,"(37.78662699, -122.414563324)"
190,100002560,2/20/09,,15:08,984 GEARY ST.,T32A.2,TWAWY ZONE,70,Closed,$70.00 ,0,730 730TRNLN,02/25/2009 12:00:00 AM +0000,03/18/2009 12:00:00 AM +0000, ,,"(37.7859997976, -122.41949436)"
191,975990304,2/22/09,,9:08,767 MISSION,V22500H,DBL PARK,75,Closed,$75.00 ,0, ,,, ,,"(37.7849896612, -122.403418282)"
192,975990315,2/22/09,,11:06,772 MISSION,V22500H,DBL PARK,75,Closed,$75.00 ,0,730 730TRNLN,02/26/2009 12:00:00 AM +0000,03/19/2009 12:00:00 AM +0000, ,,"(37.7850782254, -122.403698643)"
193,975990326,2/22/09,,13:21,794 MISSION,V22500H,DBL PARK,75,Closed,$75.00 ,0,730 730TRNLN,02/26/2009 12:00:00 AM +0000,03/19/2009 12:00:00 AM +0000, ,,"(37.7846468678, -122.404245066)"
194,975990330,2/22/09,,17:07,706 MISSION,V22500H,DBL PARK,75,Closed,$75.00 ,0,730 730TRNLN,02/26/2009 12:00:00 AM +0000,03/19/2009 12:00:00 AM +0000, ,,"(37.7861909258, -122.402289085)"
195,100002561,2/22/09,,11:13,528 GEARY ST,V22500H,DBL PARK,75,Closed,$75.00 ,0,730 730TRNLN,02/26/2009 12:00:00 AM +0000,03/19/2009 12:00:00 AM +0000, ,,"(37.7869490436, -122.412039237)"
196,100002562,2/22/09,,16:06,513 O'FARRELL ST.,T32A.1,TWAWY ZN#1,70,Closed,$70.00 ,0,730 730TRNLN,02/26/2009 12:00:00 AM +0000,03/19/2009 12:00:00 AM +0000, ,,"(37.7856966143, -122.413208419)"
197,100002563,2/22/09,,17:37,827 MISSION ST.,T32A.1,TWAWY ZN#1,70,Closed,$130.00 ,0,730 730TRNLN,02/27/2009 12:00:00 AM +0000,03/20/2009 12:00:00 AM +0000,26 COLFFDMV,,"(37.7839468503, -122.404837244)"
198,100002564,2/22/09,,13:01,988 GEARY ST,T32A.2,TWAWY ZONE,70,Closed,$70.00 ,0,730 730TRNLN,03/03/2009 12:00:00 AM +0000,03/24/2009 12:00:00 AM +0000, ,,"(37.785991811, -122.41955769)"
199,975990341,2/23/09,,9:04,252 SACRAMENTO,V22500H,DBL PARK,75,Closed,$75.00 ,0,730 730TRNLN,02/27/2009 12:00:00 AM +0000,03/20/2009 12:00:00 AM +0000, ,,"(37.7944275934, -122.398443979)"
200,975990352,2/24/09,,13:03,308 MISSION,V22500.1,PK FR LN,60,Closed, $                    -,0,51 DISMS CITE,03/25/2009 12:00:00 AM +0000,12/30/1999 12:00:00 AM +0000, ,,"(37.7911325476, -122.395981188)"
201,100002565,2/24/09,,11:51,472 GEARY ST.,V22500H,DBL PARK,75,Closed,$75.00 ,0, ,,, ,,"(37.7870709047, -122.411084038)"
202,100002566,2/24/09,,15:27,445 O'FARRELL ST.,V22500H,DBL PARK,75,Closed,$75.00 ,0,730 730TRNLN,03/03/2009 12:00:00 AM +0000,03/24/2009 12:00:00 AM +0000, ,,"(37.7858373298, -122.412088948)"
203,975990363,2/25/09,,10:25,464 GEARY,V22500H,DBL PARK,75,Open, $                    -,160,730 730TRNLN,03/03/2009 12:00:00 AM +0000,03/24/2009 12:00:00 AM +0000, ,,"(37.7870869758, -122.410958058)"
204,975990385,2/26/09,,10:55,758 SACRAMENTO,V22500H,DBL PARK,75,Closed,$75.00 ,0, ,,, ,,"(37.7935291457, -122.40552873)"
205,100002568,2/26/09,,13:15,321 MISSION ST.,V22500H,DBL PARK,75,Closed,$75.00 ,0,730 730TRNLN,03/04/2009 12:00:00 AM +0000,03/25/2009 12:00:00 AM +0000, ,,"(37.790955574, -122.395960019)"
206,100004000,2/26/09,,16:09,161 MAIN,V22500I,BUS ZONE,250,Closed,$250.00 ,0,730 730TRNLN,03/04/2009 12:00:00 AM +0000,03/25/2009 12:00:00 AM +0000, ,,"(37.7911508429, -122.393964119)"
207,975990396,2/27/09,,11:17,878 GEARY,T32A.1,TWAWY ZN#1,70,Closed,$70.00 ,0,730 730TRNLN,03/04/2009 12:00:00 AM +0000,03/25/2009 12:00:00 AM +0000, ,,"(37.7862201252, -122.417751476)"
208,100002567,2/27/09,,9:35,75 - 3RD ST.,V22500H,DBL PARK,75,Closed,$75.00 ,0,730 730TRNLN,03/04/2009 12:00:00 AM +0000,03/25/2009 12:00:00 AM +0000, ,,
209,100004001,3/1/09,,16:18,663 CLAY,V22500H,DBL PARK,75,Closed,$75.00 ,0, ,,, ,,"(37.7944701738, -122.404173897)"
210,100004002,3/1/09,,11:13,530 GEARY,V22500H,DBL PARK,75,Closed,$75.00 ,0,730 730TRNLN,03/05/2009 12:00:00 AM +0000,03/26/2009 12:00:00 AM +0000,21 MAIL DELAY,,"(37.7869447445, -122.412072935)"
211,100004003,3/1/09,,15:23,690 GEARY,T32A.2,TWAWY ZONE,70,Closed,$70.00 ,0, ,,, ,,"(37.7866149082, -122.414658007)"
212,100004008,3/1/09,,13:25,09 STOCKTON,V22500H,DBL PARK,75,Closed,$75.00 ,0,730 730TRNLN,03/06/2009 12:00:00 AM +0000,03/27/2009 12:00:00 AM +0000, ,,"(37.7856831063, -122.406005973)"
213,100002569,3/2/09,,10:32,1156 MISSION ST,V22500H,DBL PARK,75,Closed,$75.00 ,0, ,,, ,,"(37.7782709284, -122.412269762)"
214,100002570,3/2/09,,12:11,416 GEARY ST,V22500H,DBL PARK,75,Closed,$75.00 ,0, ,,, ,,"(37.7871834021, -122.410202182)"
215,100002571,3/2/09,,12:11,454 GEARY ST,V22500H,DBL PARK,75,Closed,$75.00 ,0,730 730TRNLN,03/06/2009 12:00:00 AM +0000,03/27/2009 12:00:00 AM +0000,23 PD TIMELY,,"(37.7871070656, -122.410800584)"
216,100002572,3/2/09,,13:51,507 O'FARRELL ST.,T32A.2,TWAWY ZONE,70,Closed, $                    -,0,731 731MP EXP,03/14/2009 12:00:00 AM +0000,12/30/1999 12:00:00 AM +0000, ,,"(37.7857085331, -122.413113602)"
217,100004004,3/2/09,,10:32,595 POST,V22500I,BUS ZONE,250,Closed,$250.00 ,0,730 730TRNLN,03/06/2009 12:00:00 AM +0000,03/27/2009 12:00:00 AM +0000, ,,"(37.7878236376, -122.411586413)"
218,100004005,3/2/09,,15:54,912 SUTTER,V22500I,BUS ZONE,250,Closed,$310.00 ,0,730 730TRNLN,03/06/2009 12:00:00 AM +0000,03/27/2009 12:00:00 AM +0000, ,,"(37.788430132, -122.415450503)"
219,100004006,3/2/09,,17:50,8 SUTTER,V22500I,BUS ZONE,250,Closed,$250.00 ,0,16 16 BUSZONE,06/02/2009 12:00:00 AM +0000,06/23/2009 12:00:00 AM +0000, ,,"(37.790356582, -122.400238632)"
220,100004011,3/2/09,,15:59,166 4TH ST.,V22500I,BUS ZONE,250,Closed,$250.00 ,0,730 730TRNLN,03/10/2009 12:00:00 AM +0000,03/31/2009 12:00:00 AM +0000, ,,
221,100002573,3/3/09,,15:13,593 MISSION ST,V22500H,DBL PARK,75,Closed,$75.00 ,0,15 15 DBL PRK,04/28/2009 12:00:00 AM +0000,05/19/2009 12:00:00 AM +0000, ,,"(37.7880490649, -122.399641701)"
222,100002574,3/3/09,,19:05,478 MISSION ST.,V22500I,BUS ZONE,250,Closed,$250.00 ,0,213 HR REQ REC,07/23/2009 12:00:00 AM +0000,10/21/2009 12:00:00 AM +0000,6 HD HR DNID,,"(37.7899711157, -122.397452433)"
223,100004009,3/3/09,,15:20,332 SACRAMENTO,V22500H,DBL PARK,75,Closed,$75.00 ,0,15 15 DBL PRK,04/28/2009 12:00:00 AM +0000,05/19/2009 12:00:00 AM +0000,21 MAIL DELAY,,"(37.7943064995, -122.399394287)"
224,954075964,3/4/09,,11:56,713 O'FARRELL ST,T32A.2,TWAWY ZONE,70,Closed,$95.00 ,0,22 22 GEN VAL,07/27/2009 12:00:00 AM +0000,08/17/2009 12:00:00 AM +0000, ,,"(37.7852827844, -122.416497459)"
225,954075990,3/4/09,,12:21,684 GEARY ST,V22500I,BUS ZONE,250,Closed,$250.00 ,0,730 730TRNLN,03/11/2009 12:00:00 AM +0000,04/01/2009 12:00:00 AM +0000, ,,"(37.78662699, -122.414563324)"
226,954076001,3/4/09,,12:21,680 GEARY ST.,V22500I,BUS ZONE,250,Closed, $                    -,0,50 50 DP RU,07/10/2009 12:00:00 AM +0000,12/30/1999 12:00:00 AM +0000, ,,"(37.7866350444, -122.414500202)"
227,954076012,3/4/09,,16:29,692 GEARY ST,V22500I,BUS ZONE,250,Closed, $                    -,0,50 50 DP RU,06/24/2009 12:00:00 AM +0000,12/30/1999 12:00:00 AM +0000,1 RU RV UPHD,,"(37.786610881, -122.414689567)"
228,954076023,3/4/09,,10:03,446 GEARY ST,V22500H,DBL PARK,75,Closed,$75.00 ,0,730 730TRNLN,03/11/2009 12:00:00 AM +0000,04/01/2009 12:00:00 AM +0000, ,,"(37.7871231363, -122.410674605)"
229,100004013,3/4/09,,13:02,968 SUTTER,V22500H,DBL PARK,75,Closed,$75.00 ,0,730 730TRNLN,03/11/2009 12:00:00 AM +0000,04/01/2009 12:00:00 AM +0000, ,,"(37.7883173113, -122.41633243)"
230,100004014,3/4/09,,13:03,1008 SUTTER,V22500I,BUS ZONE,250,Closed,$250.00 ,0,730 730TRNLN,03/11/2009 12:00:00 AM +0000,04/01/2009 12:00:00 AM +0000, ,,"(37.7882279656, -122.417029098)"
231,954076060,3/5/09,,10:28,306 GEARY ST,V22500I,BUS ZONE,250,Closed, $                    -,0,16 16 BUSZONE,06/03/2009 12:00:00 AM +0000,06/24/2009 12:00:00 AM +0000,201 HR UP NTPD,,"(37.7874135496, -122.408397899)"
232,954076071,3/5/09,,15:35,24 GEARY ST,V22500I,BUS ZONE,250,Closed,$310.00 ,0,730 730TRNLN,03/11/2009 12:00:00 AM +0000,04/01/2009 12:00:00 AM +0000, ,,"(37.7879872831, -122.403899026)"
233,954076082,3/5/09,,15:39,520 GEARY ST,V22500I,BUS ZONE,250,Closed,$250.00 ,0,730 730TRNLN,03/11/2009 12:00:00 AM +0000,04/01/2009 12:00:00 AM +0000, ,,"(37.786966241, -122.411904443)"
234,954076056,3/6/09,,19:55,522 GEARY ST,V22500H,DBL PARK,75,Closed,$75.00 ,0,730 730TRNLN,03/11/2009 12:00:00 AM +0000,04/01/2009 12:00:00 AM +0000, ,,"(37.7869619419, -122.411938142)"
235,954076104,3/8/09,,10:21,385 STOCKTON ST,V22500H,DBL PARK,75,Closed,$75.00 ,0,730 730TRNLN,03/14/2009 12:00:00 AM +0000,04/04/2009 12:00:00 AM +0000, ,,"(37.7892914419, -122.407027628)"
236,954076115,3/8/09,,10:17,387 STOCKTON,V22500H,DBL PARK,75,Closed, $                    -,0,50 50 DP RU,06/01/2009 12:00:00 AM +0000,12/30/1999 12:00:00 AM +0000, ,,"(37.7893089645, -122.407031229)"
237,100004015,3/8/09,,10:55,609 MISSION,V22500I,BUS ZONE,250,Closed, $                    -,0,50 50 DP RU,08/02/2009 12:00:00 AM +0000,12/30/1999 12:00:00 AM +0000, ,,"(37.7878158657, -122.399937076)"
238,100004016,3/8/09,,16:15,189 O'FARRELL,T32A.1,TWAWY ZN#1,70,Closed,$70.00 ,0,730 730TRNLN,03/12/2009 12:00:00 AM +0000,04/02/2009 12:00:00 AM +0000, ,,"(37.7863726008, -122.407829758)"
239,954076126,3/9/09,,10:35,977 MISSION ST,V22500H,DBL PARK,75,Closed,$75.00 ,0, ,,, ,,"(37.781332879, -122.408147442)"
240,954076130,3/9/09,,15:02,1289 MISSION ST,V22500I,BUS ZONE,250,Closed,$310.00 ,0,730 730TRNLN,03/13/2009 12:00:00 AM +0000,04/03/2009 12:00:00 AM +0000, ,,"(37.7762945065, -122.414526785)"
241,100002213,3/9/09,,15:02,1179 MISSION ST,V22500H,DBL PARK,75,Closed,$75.00 ,0, ,,, ,,"(37.7777766791, -122.412650266)"
242,100002214,3/9/09,,15:32,476 MISSION ST,V22500I,BUS ZONE,250,Closed,$250.00 ,0,730 730TRNLN,03/17/2009 12:00:00 AM +0000,04/07/2009 12:00:00 AM +0000, ,,"(37.789984515, -122.397435459)"
