"Ticket.Number","Citation.Issue.Date","Violation","Fine.Amount","Citation.Status","Amount.Paid","Amount.Due","Citation.Issue.Month","Paid.On.Time","Latitude","Longitude","Citation.Issue.Year","Citation.Issue.DayOfWeek","Citation.Issue.Weekday","Citation.Issue.Hour","Citation.Issue.MonthYear"
700584290,2009-04-12,"BUS ZONE",250,"Closed",123,0,"Apr","1",37.7862855353,-122.401874901,2009,"Sun","Weekend",10,"Apr-2009"
700584301,2009-04-12,"DBL PARK",75,"Closed",4,0,"Apr","1",37.7877504581,-122.400019923,2009,"Sun","Weekend",11,"Apr-2009"
722351991,2009-04-12,"DBL PARK",75,"Closed",156,0,"Apr","1",37.7868292057,-122.412978517,2009,"Sun","Weekend",11,"Apr-2009"
722352002,2009-04-13,"BUS ZONE",250,"Closed",90,0,"Apr","1",37.7842516109,-122.404106752,2009,"Mon","Weekday",16,"Apr-2009"
726468035,2009-04-13,"BUS ZONE",250,"Closed",98,0,"Apr","1",37.7882279656,-122.417029098,2009,"Mon","Weekday",12,"Apr-2009"
726468046,2009-04-13,"TWAWY ZN#1",70,"Closed",4,0,"Apr","1",37.7856846955,-122.413303237,2009,"Mon","Weekday",16,"Apr-2009"
726468282,2009-04-13,"BUS ZONE",250,"Closed",4,0,"Apr","1",37.7878155794,-122.411649424,2009,"Mon","Weekday",18,"Apr-2009"
700584323,2009-04-14,"DBL PARK",75,"Closed",156,0,"Apr","1",37.7854942347,-122.414818304,2009,"Tues","Weekday",15,"Apr-2009"
700584334,2009-04-14,"BUS ZONE",250,"Closed",115,0,"Apr","1",37.7869834373,-122.411769649,2009,"Tues","Weekday",13,"Apr-2009"
726468050,2009-04-14,"BUS ZONE",250,"Open",4,335,"Apr","0",37.7874135496,-122.408397899,2009,"Tues","Weekday",13,"Apr-2009"
726468072,2009-04-14,"DBL PARK",75,"Closed",4,0,"Apr","1",37.789579004,-122.397703778,2009,"Tues","Weekday",14,"Apr-2009"
726468083,2009-04-14,"BUS ZONE",250,"Closed",4,0,"Apr","1",37.7843793515,-122.404534825,2009,"Tues","Weekday",12,"Apr-2009"
700584345,2009-04-15,"DBL PARK",75,"Closed",4,0,"Apr","1",37.78596635,-122.406368603,2009,"Wed","Weekday",11,"Apr-2009"
700584356,2009-04-15,"BUS ZONE",250,"Open",4,335,"Apr","0",37.7831392045,-122.402686712,2009,"Wed","Weekday",14,"Apr-2009"
700584360,2009-04-15,"DBL PARK",75,"Closed",4,0,"Apr","1",37.7900124585,-122.407164943,2009,"Wed","Weekday",16,"Apr-2009"
700584371,2009-04-15,"TWAWY ZN#1",70,"Closed",154,0,"Apr","1",37.7900124585,-122.407164943,2009,"Wed","Weekday",16,"Apr-2009"
700584441,2009-04-16,"DBL PARK",75,"Closed",4,0,"Apr","1",37.7868252657,-122.413009392,2009,"Thurs","Weekday",10,"Apr-2009"
700584452,2009-04-16,"BUS ZONE",250,"Closed",90,0,"Apr","1",37.7869920363,-122.411702252,2009,"Thurs","Weekday",12,"Apr-2009"
700584393,2009-04-17,"TWAWY ZONE",70,"Closed",4,0,"Apr","1",37.785991811,-122.41955769,2009,"Fri","Weekday",11,"Apr-2009"
700584404,2009-04-17,"TWAWY ZONE",70,"Open",4,155,"Apr","0",37.7856926408,-122.413240025,2009,"Fri","Weekday",9,"Apr-2009"
700584415,2009-04-17,"TWAWY ZONE",70,"Closed",25,0,"Apr","1",37.7867639127,-122.413490246,2009,"Fri","Weekday",19,"Apr-2009"
700584426,2009-04-17,"BUS ZONE",250,"Closed",90,0,"Apr","1",37.7863685985,-122.416588136,2009,"Fri","Weekday",19,"Apr-2009"
700584430,2009-04-18,"DBL PARK",75,"Closed",156,0,"Apr","1",37.786647126,-122.414405518,2009,"Sat","Weekend",15,"Apr-2009"
726468190,2009-04-18,"BUS ZONE",250,"Closed",98,0,"Apr","1",37.7869985748,-122.418085239,2009,"Sat","Weekend",11,"Apr-2009"
700584463,2009-04-19,"DBL PARK",75,"Open",4,160,"Apr","0",37.7862968157,-122.40843286,2009,"Sun","Weekend",16,"Apr-2009"
726468094,2009-04-19,"DBL PARK",75,"Closed",156,0,"Apr","1",37.784736989,-122.404712495,2009,"Sun","Weekend",7,"Apr-2009"
726468105,2009-04-19,"DBL PARK",75,"Closed",27,0,"Apr","1",37.7851693046,-122.405245721,2009,"Sun","Weekend",10,"Apr-2009"
726468153,2009-04-19,"DBL PARK",75,"Closed",156,0,"Apr","1",37.7868517013,-122.401403559,2009,"Sun","Weekend",11,"Apr-2009"
726468116,2009-04-20,"BUS ZONE",250,"Closed",90,0,"Apr","1",37.7923699105,-122.394413684,2009,"Mon","Weekday",13,"Apr-2009"
726468120,2009-04-20,"BUS ZONE",250,"Closed",4,0,"Apr","1",37.7791959957,-122.411098498,2009,"Mon","Weekday",13,"Apr-2009"
700584474,2009-04-21,"DBL PARK",75,"Closed",156,0,"Apr","1",37.7882931341,-122.416521415,2009,"Tues","Weekday",12,"Apr-2009"
700584485,2009-04-21,"DBL PARK",75,"Closed",4,0,"Apr","1",37.7857880517,-122.412480995,2009,"Tues","Weekday",14,"Apr-2009"
700584496,2009-04-21,"DBL PARK",75,"Closed",156,0,"Apr","1",37.7851786613,-122.417316301,2009,"Tues","Weekday",18,"Apr-2009"
700584500,2009-04-21,"BUS ZONE",250,"Closed",4,0,"Apr","1",37.7866229627,-122.414594885,2009,"Tues","Weekday",19,"Apr-2009"
700584511,2009-04-21,"TWAWY ZONE",70,"Closed",154,0,"Apr","1",37.7867598858,-122.413521808,2009,"Tues","Weekday",19,"Apr-2009"
726468142,2009-04-21,"BUS ZONE",250,"Closed",4,0,"Apr","1",37.7910927377,-122.396031619,2009,"Tues","Weekday",14,"Apr-2009"
726468164,2009-04-21,"BUS ZONE",250,"Closed",90,0,"Apr","1",37.7910661972,-122.39606524,2009,"Tues","Weekday",14,"Apr-2009"
700584522,2009-04-22,"BUS ZONE",250,"Closed",90,0,"Apr","1",37.7861515263,-122.418291079,2009,"Wed","Weekday",9,"Apr-2009"
700584533,2009-04-22,"BUS ZONE",250,"Closed",4,0,"Apr","1",37.7869791382,-122.411803348,2009,"Wed","Weekday",9,"Apr-2009"
726468175,2009-04-22,"DBL PARK",75,"Closed",156,0,"Apr","1",37.7872854667,-122.424425564,2009,"Wed","Weekday",12,"Apr-2009"
726468186,2009-04-22,"BUS ZONE",250,"Closed",98,0,"Apr","1",37.7874133415,-122.414819693,2009,"Wed","Weekday",9,"Apr-2009"
700584566,2009-04-23,"BUS ZONE",250,"Closed",90,0,"Apr","1",37.7844128665,-122.404492379,2009,"Thurs","Weekday",17,"Apr-2009"
700584570,2009-04-24,"BUS ZONE",250,"Closed",115,0,"Apr","1",37.7831392045,-122.402686712,2009,"Fri","Weekday",18,"Apr-2009"
726468201,2009-04-24,"TWAWY ZONE",70,"Closed",25,0,"Apr","1",37.7852827844,-122.416497459,2009,"Fri","Weekday",20,"Apr-2009"
726468212,2009-04-24,"DBL PARK",75,"Closed",156,0,"Apr","1",37.7860916342,-122.418766058,2009,"Fri","Weekday",20,"Apr-2009"
726468223,2009-04-24,"DBL PARK",75,"Closed",156,0,"Apr","1",37.7861395482,-122.418386075,2009,"Fri","Weekday",22,"Apr-2009"
700584544,2009-04-25,"DBL PARK",75,"Closed",156,0,"Apr","1",37.785630028,-122.405818012,2009,"Sat","Weekend",9,"Apr-2009"
700584555,2009-04-25,"DBL PARK",75,"Closed",8,0,"Apr","1",37.785630028,-122.405818012,2009,"Sat","Weekend",11,"Apr-2009"
700584581,2009-04-26,"DBL PARK",75,"Closed",8,0,"Apr","1",37.7928007866,-122.393867826,2009,"Sun","Weekend",10,"Apr-2009"
700584592,2009-04-26,"BUS ZONE",250,"Closed",90,0,"Apr","1",37.7530520793,-122.406266702,2009,"Sun","Weekend",15,"Apr-2009"
700584614,2009-04-27,"TWAWY ZN#1",70,"Closed",154,0,"Apr","1",37.7838798182,-122.404922134,2009,"Mon","Weekday",17,"Apr-2009"
726468234,2009-04-27,"BUS ZONE",250,"Open",4,335,"Apr","0",37.7762758168,-122.414550445,2009,"Mon","Weekday",10,"Apr-2009"
726468245,2009-04-27,"BUS ZONE",250,"Closed",115,0,"Apr","1",37.7775003614,-122.413000108,2009,"Mon","Weekday",10,"Apr-2009"
726468256,2009-04-27,"TWAWY ZN#1",70,"Closed",4,0,"Apr","1",37.7852425703,-122.403490457,2009,"Mon","Weekday",11,"Apr-2009"
726468260,2009-04-27,"DBL PARK",75,"Closed",27,0,"Apr","1",37.7765748424,-122.414171871,2009,"Mon","Weekday",15,"Apr-2009"
726468271,2009-04-27,"TWAWY ZN#1",70,"Closed",154,0,"Apr","1",37.78730818,-122.416742137,2009,"Mon","Weekday",11,"Apr-2009"
700584625,2009-04-28,"DBL PARK",75,"Closed",156,0,"Apr","1",37.7841447414,-122.404831941,2009,"Tues","Weekday",9,"Apr-2009"
700584636,2009-04-28,"BUS ZONE",250,"Closed",123,0,"Apr","1",37.7855655012,-122.414251413,2009,"Tues","Weekday",20,"Apr-2009"
700584640,2009-04-28,"DBL PARK",75,"Closed",156,0,"Apr","1",37.7871472427,-122.410485635,2009,"Tues","Weekday",10,"Apr-2009"
700584651,2009-04-28,"DBL PARK",75,"Closed",44,0,"Apr","1",37.7859870318,-122.410897887,2009,"Tues","Weekday",13,"Apr-2009"
700584662,2009-04-28,"BUS ZONE",250,"Closed",90,0,"Apr","1",37.7855535816,-122.41434623,2009,"Tues","Weekday",18,"Apr-2009"
726468293,2009-04-28,"TWAWY ZN#1",70,"Closed",4,0,"Apr","1",37.7850945392,-122.406475603,2009,"Tues","Weekday",11,"Apr-2009"
726468304,2009-04-28,"BUS ZONE",250,"Closed",98,0,"Apr","1",37.7815369902,-122.410996498,2009,"Tues","Weekday",13,"Apr-2009"
726468315,2009-04-28,"DBL PARK",75,"Closed",156,0,"Apr","1",37.7868202287,-122.404288308,2009,"Tues","Weekday",14,"Apr-2009"
700584673,2009-04-29,"DBL PARK",75,"Closed",156,0,"Apr","1",37.7871110835,-122.410769089,2009,"Wed","Weekday",11,"Apr-2009"
700584684,2009-04-29,"BUS ZONE",250,"Open",4,250,"Apr","0",37.7850901468,-122.418013666,2009,"Wed","Weekday",13,"Apr-2009"
700584695,2009-04-29,"BUS ZONE",250,"Closed",90,0,"Apr","1",37.7853478464,-122.415982683,2009,"Wed","Weekday",19,"Apr-2009"
700584706,2009-04-29,"BUS ZONE",250,"Open",4,340,"Apr","0",37.786495442,-122.414504295,2009,"Wed","Weekday",20,"Apr-2009"
726468326,2009-04-29,"BUS ZONE",250,"Closed",90,0,"Apr","1",37.7867961289,-122.413237757,2009,"Wed","Weekday",10,"Apr-2009"
726468341,2009-04-29,"TWAWY ZN#1",70,"Closed",154,0,"Apr","1",37.786155026,-122.409561168,2009,"Wed","Weekday",17,"Apr-2009"
726468352,2009-04-29,"BUS ZONE",250,"Closed",4,0,"Apr","1",37.7842908248,-122.431646703,2009,"Wed","Weekday",15,"Apr-2009"
726468363,2009-04-29,"TWAWY ZN#1",70,"Open",4,155,"Apr","0",37.7903194959,-122.397011129,2009,"Wed","Weekday",13,"Apr-2009"
726468374,2009-04-29,"DBL PARK",75,"Closed",156,0,"Apr","1",37.7758970357,-122.41501762,2009,"Wed","Weekday",15,"Apr-2009"
726468385,2009-04-29,"BUS ZONE",250,"Closed",4,0,"Apr","1",37.78720349,-122.410044707,2009,"Wed","Weekday",10,"Apr-2009"
726468396,2009-04-29,"BUS ZONE",250,"Closed",4,0,"Apr","1",37.7799632792,-122.409881692,2009,"Wed","Weekday",15,"Apr-2009"
700584710,2009-04-30,"BUS ZONE",250,"Closed",4,0,"Apr","1",37.7275357356,-122.403654788,2009,"Thurs","Weekday",17,"Apr-2009"
700584721,2009-04-30,"DBL PARK",75,"Closed",4,0,"Apr","1",37.7871311721,-122.410611616,2009,"Thurs","Weekday",8,"Apr-2009"
700584732,2009-04-30,"DBL PARK",75,"Closed",156,0,"Apr","1",37.7862121,-122.417814358,2009,"Thurs","Weekday",12,"Apr-2009"
700584743,2009-04-30,"TWAWY ZN#1",70,"Closed",154,0,"Apr","1",37.7864120688,-122.407515653,2009,"Thurs","Weekday",13,"Apr-2009"
700584754,2009-04-30,"BUS ZONE",250,"Closed",90,0,"Apr","1",37.7863645862,-122.416619577,2009,"Thurs","Weekday",15,"Apr-2009"
726468400,2009-04-30,"TWAWY ZN#1",70,"Closed",154,0,"Apr","1",37.7857005869,-122.413176813,2009,"Thurs","Weekday",19,"Apr-2009"
726468411,2009-05-01,"BUS ZONE",250,"Closed",90,0,"May","1",37.7863405102,-122.416808227,2009,"Fri","Weekday",17,"May-2009"
726468422,2009-05-01,"BUS ZONE",250,"Closed",115,0,"May","1",37.7853478464,-122.415982683,2009,"Fri","Weekday",20,"May-2009"
726468455,2009-05-01,"BUS ZONE",250,"Closed",90,0,"May","1",37.7855496086,-122.414377835,2009,"Fri","Weekday",14,"May-2009"
726468466,2009-05-01,"DBL PARK",75,"Closed",27,0,"May","1",37.7851586367,-122.41747377,2009,"Fri","Weekday",16,"May-2009"
700584765,2009-05-02,"DBL PARK",75,"Closed",156,0,"May","1",37.7834553237,-122.398401811,2009,"Sat","Weekend",10,"May-2009"
700584776,2009-05-02,"DBL PARK",75,"Closed",156,0,"May","1",37.7833919112,-122.398322256,2009,"Sat","Weekend",13,"May-2009"
700584780,2009-05-02,"TWAWY ZN#1",70,"Closed",40,0,"May","1",37.7848854039,-122.40017557,2009,"Sat","Weekend",16,"May-2009"
726468433,2009-05-02,"TWAWY ZN#1",70,"Closed",154,0,"May","1",37.7849349291,-122.40023674,2009,"Sat","Weekend",14,"May-2009"
700584791,2009-05-03,"TWAWY ZN#1",70,"Closed",154,0,"May","1",37.7864495992,-122.402166681,2009,"Sun","Weekend",18,"May-2009"
726468470,2009-05-03,"DBL PARK",75,"Closed",27,0,"May","1",37.7852924099,-122.405398326,2009,"Sun","Weekend",14,"May-2009"
726468481,2009-05-03,"DBL PARK",75,"Closed",156,0,"May","1",37.7851902666,-122.40527161,2009,"Sun","Weekend",14,"May-2009"
700584802,2009-05-04,"BUS ZONE",250,"Closed",90,0,"May","1",37.7892839974,-122.408734572,2009,"Mon","Weekday",9,"May-2009"
700584813,2009-05-04,"DBL PARK",75,"Closed",4,0,"May","1",37.7892077201,-122.409335031,2009,"Mon","Weekday",11,"May-2009"
700584824,2009-05-05,"DBL PARK",75,"Closed",156,0,"May","1",37.7768625935,-122.413807566,2009,"Tues","Weekday",10,"May-2009"
700584835,2009-05-05,"DBL PARK",75,"Open",4,160,"May","0",37.7871644724,-122.40100746,2009,"Tues","Weekday",11,"May-2009"
700584846,2009-05-05,"BUS ZONE",250,"Closed",115,0,"May","1",37.7843123196,-122.404619716,2009,"Tues","Weekday",12,"May-2009"
700584850,2009-05-05,"BUS ZONE",250,"Closed",98,0,"May","1",37.7761021558,-122.415007823,2009,"Tues","Weekday",15,"May-2009"
726468503,2009-05-05,"BUS ZONE",250,"Closed",4,0,"May","1",37.7873651803,-122.408777113,2009,"Tues","Weekday",10,"May-2009"
726468514,2009-05-05,"DBL PARK",75,"Closed",156,0,"May","1",37.7866914255,-122.414058346,2009,"Tues","Weekday",12,"May-2009"
726468525,2009-05-05,"DBL PARK",75,"Closed",156,0,"May","1",37.7856290721,-122.413745719,2009,"Tues","Weekday",15,"May-2009"
726468536,2009-05-05,"DBL PARK",75,"Closed",156,0,"May","1",37.7858152509,-122.412264602,2009,"Tues","Weekday",20,"May-2009"
726468540,2009-05-05,"DBL PARK",75,"Closed",8,0,"May","1",37.7882689575,-122.416710399,2009,"Tues","Weekday",11,"May-2009"
726468551,2009-05-05,"BUS ZONE",250,"Open",4,315,"May","0",37.7872005739,-122.416494385,2009,"Tues","Weekday",12,"May-2009"
700584861,2009-05-06,"BUS ZONE",250,"Closed",90,0,"May","1",37.7856733147,-122.414499723,2009,"Wed","Weekday",17,"May-2009"
726468562,2009-05-06,"DBL PARK",75,"Closed",156,0,"May","1",37.7737683611,-122.417631868,2009,"Wed","Weekday",13,"May-2009"
726468573,2009-05-06,"TWAWY ZN#1",70,"Closed",166,0,"May","1",37.790155148,-122.396973964,2009,"Wed","Weekday",13,"May-2009"
726468584,2009-05-06,"DBL PARK",75,"Closed",8,0,"May","1",37.7769158807,-122.413985363,2009,"Wed","Weekday",13,"May-2009"
726468595,2009-05-07,"DBL PARK",75,"Closed",4,0,"May","1",37.7849596858,-122.404986838,2009,"Thurs","Weekday",19,"May-2009"
726468606,2009-05-07,"DBL PARK",75,"Closed",27,0,"May","1",37.7849596858,-122.404986838,2009,"Thurs","Weekday",19,"May-2009"
700584883,2009-05-10,"BUS ZONE",250,"Closed",123,0,"May","1",37.7873974266,-122.408524304,2009,"Sun","Weekend",14,"May-2009"
726468610,2009-05-10,"DBL PARK",75,"Closed",156,0,"May","1",37.781029313,-122.40853184,2009,"Sun","Weekend",13,"May-2009"
700584894,2009-05-11,"DBL PARK",75,"Closed",4,0,"May","1",37.7814340674,-122.408019309,2009,"Mon","Weekday",9,"May-2009"
700584905,2009-05-11,"BUS ZONE",250,"Open",4,335,"May","0",37.7844128665,-122.404492379,2009,"Mon","Weekday",11,"May-2009"
700584916,2009-05-11,"BUS ZONE",250,"Closed",123,0,"May","1",37.7918353152,-122.395090924,2009,"Mon","Weekday",14,"May-2009"
700584920,2009-05-11,"BUS ZONE",250,"Closed",4,0,"May","1",37.7774658219,-122.413043839,2009,"Mon","Weekday",15,"May-2009"
700584931,2009-05-11,"TWAWY ZN#1",70,"Closed",166,0,"May","1",37.7920098625,-122.394869805,2009,"Mon","Weekday",17,"May-2009"
726468621,2009-05-11,"TWAWY ZN#1",70,"Closed",4,0,"May","1",37.7846625389,-122.399900302,2009,"Mon","Weekday",10,"May-2009"
726468632,2009-05-12,"TWAWY ZN#1",70,"Closed",4,0,"May","1",37.7944591596,-122.398196241,2009,"Tues","Weekday",10,"May-2009"
726468643,2009-05-13,"DBL PARK",75,"Closed",156,0,"May","1",37.7869275469,-122.412207729,2009,"Wed","Weekday",11,"May-2009"
726468654,2009-05-13,"DBL PARK",75,"Closed",27,0,"May","1",37.7871472427,-122.410485635,2009,"Wed","Weekday",14,"May-2009"
726468665,2009-05-13,"DBL PARK",75,"Closed",156,0,"May","1",37.7857841653,-122.412511908,2009,"Wed","Weekday",17,"May-2009"
726468676,2009-05-13,"DBL PARK",75,"Open",4,160,"May","0",37.7851986848,-122.417158832,2009,"Wed","Weekday",17,"May-2009"
726468680,2009-05-13,"TWAWY ZN#1",70,"Closed",154,0,"May","1",37.7862968157,-122.40843286,2009,"Wed","Weekday",17,"May-2009"
700584942,2009-05-14,"DBL PARK",75,"Closed",156,0,"May","1",37.7775349017,-122.412956378,2009,"Thurs","Weekday",15,"May-2009"
726468702,2009-05-16,"BUS ZONE",250,"Closed",123,0,"May","1",37.7861555184,-122.418259413,2009,"Sat","Weekend",7,"May-2009"
726468713,2009-05-16,"BUS ZONE",250,"Closed",115,0,"May","1",37.7870006343,-122.411634856,2009,"Sat","Weekend",9,"May-2009"
726468724,2009-05-16,"TWAWY ZN#1",70,"Closed",154,0,"May","1",37.786093953,-122.410047135,2009,"Sat","Weekend",14,"May-2009"
726468735,2009-05-16,"BUS ZONE",250,"Closed",98,0,"May","1",37.7869576419,-122.411971839,2009,"Sat","Weekend",16,"May-2009"
726468746,2009-05-17,"TWAWY ZN#1",70,"Closed",154,0,"May","1",37.7857045595,-122.413145208,2009,"Sun","Weekend",9,"May-2009"
726468750,2009-05-17,"BUS ZONE",250,"Closed",4,0,"May","1",37.7855496086,-122.414377835,2009,"Sun","Weekend",18,"May-2009"
700584953,2009-05-18,"DBL PARK",75,"Closed",156,0,"May","1",37.7768625935,-122.413807566,2009,"Mon","Weekday",14,"May-2009"
726468761,2009-05-18,"BUS ZONE",250,"Closed",115,0,"May","1",37.7948015452,-122.401249594,2009,"Mon","Weekday",9,"May-2009"
700584964,2009-05-19,"BUS ZONE",250,"Closed",90,0,"May","1",37.7819193843,-122.40115745,2009,"Tues","Weekday",18,"May-2009"
700584975,2009-05-19,"DBL PARK",75,"Closed",8,0,"May","1",37.7858964401,-122.411618665,2009,"Tues","Weekday",17,"May-2009"
700584986,2009-05-19,"TWAWY ZONE",70,"Closed",154,0,"May","1",37.7854806339,-122.414926489,2009,"Tues","Weekday",19,"May-2009"
700584990,2009-05-19,"TWAWY ZONE",70,"Closed",166,0,"May","1",37.7854840345,-122.414899443,2009,"Tues","Weekday",19,"May-2009"
726468772,2009-05-19,"TWAWY ZN#1",70,"Closed",154,0,"May","1",37.795165228,-122.398640471,2009,"Tues","Weekday",17,"May-2009"
700585001,2009-05-20,"TWAWY ZN#1",70,"Closed",154,0,"May","1",37.7856861957,-122.406178283,2009,"Wed","Weekday",11,"May-2009"
726468794,2009-05-20,"TWAWY ZN#1",70,"Closed",154,0,"May","1",37.7849349291,-122.40023674,2009,"Wed","Weekday",11,"May-2009"
726468816,2009-05-20,"DBL PARK",75,"Closed",156,0,"May","1",37.7854038935,-122.400829826,2009,"Wed","Weekday",13,"May-2009"
700585012,2009-05-21,"DBL PARK",75,"Closed",156,0,"May","1",37.7855462658,-122.415510303,2009,"Thurs","Weekday",12,"May-2009"
726468831,2009-05-22,"BUS ZONE",250,"Closed",90,0,"May","1",37.786610881,-122.414689567,2009,"Fri","Weekday",15,"May-2009"
726468842,2009-05-22,"BUS ZONE",250,"Closed",4,0,"May","1",37.7869920363,-122.411702252,2009,"Fri","Weekday",15,"May-2009"
726468853,2009-05-22,"DBL PARK",75,"Closed",4,0,"May","1",37.7871472427,-122.410485635,2009,"Fri","Weekday",17,"May-2009"
726468864,2009-05-22,"BUS ZONE",250,"Closed",90,0,"May","1",37.7866672628,-122.414247713,2009,"Fri","Weekday",17,"May-2009"
726468934,2009-05-23,"TWAWY ZN#1",70,"Closed",25,0,"May","1",37.7843406221,-122.399502697,2009,"Sat","Weekend",11,"May-2009"
700585045,2009-05-25,"DBL PARK",75,"Closed",156,0,"May","1",37.7812654203,-122.408232864,2009,"Mon","Weekday",12,"May-2009"
700585060,2009-05-25,"TWAWY ZN#1",70,"Closed",154,0,"May","1",37.7897434685,-122.407114663,2009,"Mon","Weekday",16,"May-2009"
726468886,2009-05-25,"DBL PARK",75,"Closed",156,0,"May","1",37.7873535382,-122.423889626,2009,"Mon","Weekday",9,"May-2009"
726468890,2009-05-25,"DBL PARK",75,"Closed",156,0,"May","1",37.7817713613,-122.407592196,2009,"Mon","Weekday",9,"May-2009"
726468901,2009-05-25,"TWAWY ZN#1",70,"Closed",154,0,"May","1",37.793728248,-122.403969691,2009,"Mon","Weekday",10,"May-2009"
726468912,2009-05-25,"TWAWY ZN#1",70,"Closed",25,0,"May","1",37.7861582238,-122.402330512,2009,"Mon","Weekday",17,"May-2009"
726468923,2009-05-25,"BUS ZONE",250,"Closed",115,0,"May","1",37.789288012,-122.408702969,2009,"Mon","Weekday",17,"May-2009"
726468945,2009-05-27,"DBL PARK",75,"Closed",156,0,"May","1",37.7794907269,-122.410480038,2009,"Wed","Weekday",16,"May-2009"
700585071,2009-05-28,"DBL PARK",75,"Closed",156,0,"May","1",37.7874861043,-122.400600087,2009,"Thurs","Weekday",13,"May-2009"
700585082,2009-05-28,"TWAWY ZN#1",70,"Closed",154,0,"May","1",37.7848821538,-122.403947018,2009,"Thurs","Weekday",17,"May-2009"
700585093,2009-05-28,"BUS ZONE",250,"Closed",90,0,"May","1",37.7886403716,-122.413806956,2009,"Thurs","Weekday",19,"May-2009"
700585104,2009-05-28,"BUS ZONE",250,"Open",4,335,"May","0",37.7878070872,-122.420318231,2009,"Thurs","Weekday",19,"May-2009"
726468956,2009-05-28,"DBL PARK",75,"Closed",156,0,"May","1",37.7883535752,-122.416048954,2009,"Thurs","Weekday",11,"May-2009"
726468960,2009-05-28,"BUS ZONE",250,"Closed",90,0,"May","1",37.7878236376,-122.411586413,2009,"Thurs","Weekday",13,"May-2009"
726468982,2009-05-28,"BUS ZONE",250,"Closed",90,0,"May","1",37.7866108502,-122.429735864,2009,"Thurs","Weekday",20,"May-2009"
726468993,2009-05-28,"BUS ZONE",250,"Closed",90,0,"May","1",37.7878890517,-122.418577464,2009,"Thurs","Weekday",20,"May-2009"
726469004,2009-05-31,"DBL PARK",75,"Closed",156,0,"May","1",37.7860147525,-122.410677322,2009,"Sun","Weekend",11,"May-2009"
726469015,2009-05-31,"DBL PARK",75,"Closed",156,0,"May","1",37.7860226735,-122.410614304,2009,"Sun","Weekend",11,"May-2009"
700585115,2009-06-01,"BUS ZONE",250,"Closed",90,0,"Jun","1",37.7903548351,-122.400255094,2009,"Mon","Weekday",14,"Jun-2009"
700585126,2009-06-01,"BUS ZONE",250,"Closed",90,0,"Jun","1",37.7892839974,-122.408734572,2009,"Mon","Weekday",14,"Jun-2009"
700585130,2009-06-01,"DBL PARK",75,"Closed",156,0,"Jun","1",37.7886972624,-122.413359784,2009,"Mon","Weekday",14,"Jun-2009"
700585141,2009-06-01,"DBL PARK",75,"Closed",8,0,"Jun","1",37.7894921476,-122.407095873,2009,"Mon","Weekday",16,"Jun-2009"
700585152,2009-06-01,"BUS ZONE",250,"Open",4,340,"Jun","0",37.7878155794,-122.411649424,2009,"Mon","Weekday",18,"Jun-2009"
700585163,2009-06-01,"BUS ZONE",250,"Open",4,335,"Jun","0",37.7861395482,-122.418386075,2009,"Mon","Weekday",12,"Jun-2009"
700585174,2009-06-01,"BUS ZONE",250,"Closed",4,0,"Jun","1",37.78662699,-122.414563324,2009,"Mon","Weekday",14,"Jun-2009"
700585196,2009-06-02,"DBL PARK",75,"Closed",8,0,"Jun","1",37.7893444628,-122.408258562,2009,"Tues","Weekday",11,"Jun-2009"
700585200,2009-06-02,"BUS ZONE",250,"Closed",115,0,"Jun","1",37.7878276668,-122.411554908,2009,"Tues","Weekday",14,"Jun-2009"
700585211,2009-06-02,"DBL PARK",75,"Closed",8,0,"Jun","1",37.7879445076,-122.410641253,2009,"Tues","Weekday",18,"Jun-2009"
700585222,2009-06-02,"DBL PARK",75,"Closed",156,0,"Jun","1",37.785858441,-122.41192099,2009,"Tues","Weekday",13,"Jun-2009"
700585244,2009-06-02,"BUS ZONE",250,"Closed",90,0,"Jun","1",37.7858191363,-122.412233689,2009,"Tues","Weekday",9,"Jun-2009"
700585255,2009-06-02,"TWAWY ZN#1",70,"Closed",154,0,"Jun","1",37.7862209612,-122.409036498,2009,"Tues","Weekday",17,"Jun-2009"
700585281,2009-06-02,"BUS ZONE",250,"Closed",98,0,"Jun","1",37.7874014574,-122.408492703,2009,"Tues","Weekday",15,"Jun-2009"
726469026,2009-06-02,"TWAWY ZN#1",70,"Closed",154,0,"Jun","1",37.7842484913,-122.404455239,2009,"Tues","Weekday",8,"Jun-2009"
726469030,2009-06-02,"TWAWY ZN#1",70,"Closed",154,0,"Jun","1",37.7848037255,-122.404046368,2009,"Tues","Weekday",9,"Jun-2009"
